,Sample #,Date,Time,Lat ,Long,Distance from LT,Salinity,Temperature ,pH,DO (% sat) ,TA (umol kg) Corrected ,DIC (umol Kg) Density and standard corrected,DIN uM,PO4 uM,pCO2 IN uatm,Omega aragonite,Revelle IN,DO mg/L predicted at 100% saturatiion ,AOU (umol/L),Equilibrium DIC from CO2Sys TCO2 in (mmol/kgSW) assuming CO2=400 at observed sal temp and TA,Equilibrium CO2 in (mmol/kgSW) at observed sal temp and TA and CO2=400,Ecxcess DIC (umol/kg),Excess CO2 (umol/kg),,,NH4 uM,NOx uM,DOC (umol/L),DO (mg/L),,,,,TA SE,DIC SE,DOC SE,,pH in,fCO2 in (matm),pCO2 in (matm),HCO3 in (mmol/kgSW),CO3 in (mmol/kgSW),CO2 in (mmol/kgSW),B Alk in (mmol/kgSW),OH in (mmol/kgSW),P Alk in (mmol/kgSW),Si Alk in (mmol/kgSW) ,Revelle in,WCa in,WAr in,xCO2 in (dry at 1 atm) (ppm),,t(oC) out,P (dbars) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW) ,Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm)
Lord Howe Island,LHI_LTS_1,15/07/2018,16:27,-31.531084,159.066768,1,34.8,18,8.24,100.2,2362.440071,2102.195109,3.372,0.651,382.9,2.89,10.652,7.673769385,61.13220673,2110.8,13.682357,-8.555379,-0.584629,,,2.208,1.164,50.74641778,9.63,,,,,0.403378234,1.329602071,0.443831628,,8.063,381.6,382.9,1901.8,187.286007,13.097728,81.6,3.721275,0.721992,0.0,10.652,4.48,2.89,390.7,,0.000,0.0,8.356,171.4,172.2,1912.8,178.6,10.8,90.6,1.1,0.7,0.0,10.881,4.28,2.69,173.2
Lord Howe Island,LHI_LTS_2,15/07/2018,16:36,-31.531084,159.066768,2,34.4,18.1,8.25,103,2355.433826,2071.899847,1.777,0.518,336.5,3.14,10.164,7.6774939,63.51581562,2106.2,13.673167,-34.303766,-2.169378,,,1.320,0.457,42.36222701,9.71,,,,,0.403378234,1.329602071,1.874975571,,8.110,335.4,336.5,1857.8,202.591192,11.503789,87.7,4.155906,0.581590,0.0,10.164,4.86,3.14,343.4,,0.000,0.0,8.405,149.6,150.3,1868.8,193.7,9.4,97.5,1.3,0.6,0.0,10.362,4.66,2.92,151.1
Lord Howe Island,LHI_LTS_4,15/07/2018,16:44,-31.531084,159.066768,4,34.2,17.9,8.24,101.5,2359.928587,2073.390277,3.026,0.682,328.6,3.17,10.130,7.716171423,60.43214303,2112.4,13.766949,-39.051374,-2.456662,,,1.968,1.058,31.32623411,9.65,,,,,0.403378234,1.329602071,0.629854725,,8.120,327.5,328.6,1857.4,204.707961,11.310287,88.2,4.158380,0.766765,0.0,10.130,4.91,3.17,335.3,,0.000,0.0,8.412,147.2,147.9,1868.2,195.9,9.3,97.9,1.3,0.7,0.0,10.324,4.71,2.96,148.7
Lord Howe Island,LHI_LTS_10,15/07/2018,16:53,-31.531084,159.066768,10,35.4,18.1,8.24,109.3,2331.634519,2041.280138,2.391,0.683,327.8,3.16,9.939,7.631664707,90.8854779,2081.0,13.598415,-39.715956,-2.455756,,,1.698,0.693,38.319998,10.54,,,,,0.403378234,1.329602071,0.487113139,,8.112,326.6,327.8,1825.2,204.911403,11.142659,91.6,4.249009,0.766359,0.0,9.939,4.88,3.16,334.5,,0.000,0.0,8.407,145.8,146.5,1836.3,195.8,9.1,101.6,1.3,0.7,0.0,10.125,4.68,2.95,147.4
Lord Howe Island,LHI_LTS_20,15/07/2018,17:01,-31.531084,159.066768,20,34.6,18,8.24,112.6,2330.010026,2029.883929,2.384,0.678,304.2,3.28,9.785,7.68297043,92.71967407,2084.4,13.697377,-54.556257,-3.279249,,,1.708,0.676,42.29561974,10.65,,,,,0.403378234,1.329602071,0.307796007,,8.141,303.2,304.2,1807.4,212.035117,10.418128,93.3,4.439197,0.766550,0.0,9.785,5.08,3.28,310.4,,0.000,0.0,8.436,135.7,136.3,1818.3,203.0,8.5,103.5,1.4,0.7,0.0,9.962,4.88,3.06,137.1
Bali,NP_TR_1_-0.5,12/7/18,17:49,-8.676382,115.514758,-0.5,32.6,30.8,8.02,101.8,3331,1838.106725,2.244,0.53785,0.0,0.00,0.000,6.22364528,39.26108499,2771.0,9.974848,-932.934779,-9.974848,,,0.299,1.945,,7.48,,,,,,0.997032689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bali,NP_TR_1_0,12/7/18,17:51,-8.676382,115.514758,0,32.7,30.1,8.33,140.2,2232.280859,1837.346984,1.362,0.46085,277.0,4.57,8.169,6.289756089,130.3201222,1917.2,10.1,-79.815736,-3.113871,,,0.177,1.185,,10.46,,,,,5.19396215,0.997032689,,,8.151,276.2,277.0,1554.0,276.4,7.0,112.0,13.0,0.6,0.0,8.169,6.86,4.57,289.0,,0.000,0.0,8.634,74.5,74.8,1568.3,264.3,4.8,132.8,2.1,0.5,0.0,8.429,6.41,4.01,75.3
Bali,NP_TR_1_0.5,12/7/18,17:53,-8.676382,115.514758,0.5,32.7,30.1,8.19,138,2238.999548,1854.020761,1.880,0.45085,291.6,4.47,8.288,6.289756089,128.1326222,1922.6,10.1,-68.535147,-2.744373,,,0.042,1.837685,,10.39,,,,,5.19396215,0.997032689,,,8.135,290.8,291.6,1576.5,270.2,7.4,109.1,12.5,0.5,0.0,8.288,6.70,4.47,304.2,,0.000,0.0,8.617,78.6,78.9,1591.0,258.0,5.0,129.5,2.0,0.5,0.0,8.552,6.25,3.91,79.4
Bali,NP_TR_1_1,12/7/18,17:54,-8.676382,115.514758,1,32.7,29.6,8.32,140.1,2234.500927,1860.787519,1.748,0.43985,299.4,4.33,8.409,6.340298566,131.2406698,1923.0,10.2,-62.251909,-2.577760,,,0,1.747685,,10.54,,,,,5.19396215,0.997032689,,,8.126,298.5,299.4,1590.6,262.6,7.7,106.5,11.8,0.5,0.0,8.409,6.51,4.33,311.9,,0.000,0.0,8.601,82.4,82.7,1605.1,250.4,5.3,126.1,1.9,0.5,0.0,8.671,6.07,3.80,83.2
Bali,NP_TR_1_2,12/7/18,17:55,-8.676382,115.514758,2,32.6,29.7,8.3,144.4,2233.902233,1861.050896,1.963,0.41985,300.7,4.33,8.418,6.333615002,141.1370312,1922.3,10.2,-61.272590,-2.539481,,,0.035,1.927685,,10.85,,,,,5.19396215,0.997032689,,,8.125,299.8,300.7,1591.2,262.2,7.7,106.1,11.8,0.5,0.0,8.418,6.50,4.33,313.4,,0.000,0.0,8.601,82.4,82.8,1605.8,250.0,5.3,125.7,1.9,0.5,0.0,8.683,6.06,3.79,83.3
Bali,NP_TR_1_4,12/7/18,17:56,-8.676382,115.514758,4,32.7,29.8,8.29,142,2225.992375,1865.031938,1.667,0.42485,317.0,4.19,8.535,6.319990855,137.8127858,1914.6,10.2,-49.562667,-2.115973,,,0.0755,1.591185,,10.73,,,,,5.19396215,0.997032689,,,8.105,316.1,317.0,1603.0,253.9,8.1,103.2,11.4,0.5,0.0,8.535,6.30,4.19,330.5,,0.000,0.0,8.582,86.7,87.1,1617.8,241.7,5.5,122.5,1.9,0.5,0.0,8.806,5.86,3.66,87.6
Bali,NP_TR_1_10,12/7/18,17:57,-8.676382,115.514758,10,32.8,29.7,8.27,144.4,2225.691715,1874.148827,1.371,0.42985,330.6,4.08,8.649,6.326645909,141.3548153,1914.6,10.2,-40.452491,-1.773764,,,0.116,1.254685,,10.85,,,,,5.19396215,0.997032689,,,8.090,329.6,330.6,1618.1,247.6,8.4,100.9,11.0,0.5,0.0,8.649,6.13,4.08,344.5,,0.000,0.0,8.565,90.9,91.3,1633.0,235.3,5.8,119.7,1.8,0.5,0.0,8.925,5.70,3.57,91.9
Bali,NP_TR_1_20,12/7/18,17:58,-8.676382,115.514758,20,32.9,29.9,8.26,144,2218.798994,1885.372731,1.194,0.42185,361.1,3.89,8.866,6.302949502,142.4078281,1906.9,10.2,-21.522410,-0.989971,,,0.104,1.089685,,10.86,,,,,5.19396215,0.997032689,,,8.058,360.0,361.1,1640.8,235.4,9.2,96.3,10.4,0.5,0.0,8.866,5.83,3.89,376.4,,0.000,0.0,8.535,98.8,99.3,1656.0,223.1,6.3,114.5,1.7,0.5,0.0,9.159,5.40,3.38,99.9
Bali,NP_TR_2_-0.5,12/8/18,6:10,-8.676382,115.514758,-0.5,27,27.2,7.71,59.3,2966.00043,2912.967727,30.178,0.62085,2184.2,1.47,18.191,6.807923274,-66.49760232,2568.6,11.2,344.417434,49.819272,,,0,30.177685,,4.68,,,,,5.19396215,0.997032689,,,7.512,2177.4,2184.2,2764.1,87.9,61.0,23.5,2.1,0.6,0.0,18.191,2.27,1.47,2263.6,,0.000,0.0,7.900,739.5,742.7,2789.4,74.8,48.8,26.1,0.4,0.6,0.0,21.072,1.86,1.14,747.2
Bali,NP_TR_2_0,12/8/18,6:15,-8.676382,115.514758,0,28.9,27.6,7.41,33.4,2901.410575,2905.431098,6.878,0.40285,3185.0,1.05,17.904,6.690889384,-127.5277933,2499.6,11.0,405.794380,76.265612,,,0,6.877685,,2.61,,,,,5.19396215,0.997032689,,,7.342,3175.2,3185.0,2755.0,63.2,87.2,18.1,1.5,0.4,0.0,17.904,1.61,1.05,3303.5,,0.000,0.0,7.708,1134.7,1139.7,2781.0,50.4,74.0,19.0,0.2,0.4,0.0,21.065,1.24,0.77,1146.5
Bali,NP_TR_2_0.5,12/8/18,6:16,-8.676382,115.514758,0.5,29.1,27.7,7.52,32,2862.990619,2871.779646,6.368,0.45785,3264.2,1.01,17.765,6.672289994,-130.6965623,2466.5,10.9,405.321150,78.164560,,,0,6.367685,,2.49,,,,,5.19396215,0.997032689,,,7.326,3254.1,3264.2,2722.0,60.7,89.1,17.7,1.5,0.5,0.0,17.765,1.54,1.01,3386.3,,0.000,0.0,7.690,1166.1,1171.2,2747.7,48.1,76.0,18.4,0.2,0.5,0.0,20.898,1.18,0.73,1178.2
Bali,NP_TR_2_1,12/8/18,6:17,-8.676382,115.514758,1,29.4,27.7,7.48,30.8,2837.483052,2838.695468,4.778,0.37185,3102.0,1.04,17.790,6.66112069,-133.1600216,2444.1,10.9,394.592929,73.626369,,,0,4.777685,,2.4,,,,,5.19396215,0.997032689,,,7.342,3092.4,3102.0,2691.3,62.9,84.5,18.6,1.5,0.4,0.0,17.790,1.59,1.04,3218.1,,0.000,0.0,7.710,1099.5,1104.4,2717.0,50.2,71.5,19.5,0.2,0.4,0.0,20.935,1.23,0.76,1111.0
Bali,NP_TR_2_2,12/8/18,6:19,-8.676382,115.514758,2,29.5,27.8,7.58,35.2,2808.129372,2813.968438,4.138,0.38785,3180.0,1.01,17.683,6.64634674,-122.0733356,2418.9,10.9,395.048028,75.531480,,,0,4.137685,,2.74,,,,,5.19396215,0.997032689,,,7.327,3170.2,3180.0,2667.0,60.6,86.4,18.1,1.5,0.4,0.0,17.683,1.53,1.01,3299.7,,0.000,0.0,7.694,1129.9,1134.9,2692.5,48.0,73.4,18.9,0.2,0.4,0.0,20.812,1.18,0.73,1141.6
Bali,NP_TR_2_4,12/8/18,6:22,-8.676382,115.514758,4,29.5,27.5,7.55,39.7,2826.481087,2846.78924,5.101,0.69385,3471.5,0.93,17.493,6.679615035,-111.8629699,2436.4,10.9,410.437677,84.057750,,,0.053,5.047685,,3.1,,,,,5.19396215,0.997032689,,,7.293,3460.7,3471.5,2695.8,56.0,95.0,16.7,1.4,0.7,0.0,17.493,1.42,0.93,3599.8,,0.000,0.0,7.650,1264.8,1270.4,2720.8,43.8,82.2,17.2,0.2,0.7,0.0,20.488,1.08,0.67,1278.0
Bali,NP_TR_2_10,12/8/18,6:24,-8.676382,115.514758,10,30.6,27.8,7.56,34.6,2665.7009,2635.398964,3.129,0.44985,2437.5,1.17,17.505,6.6056721,-122.6772531,2297.6,10.8,337.812050,55.050199,,,0.061,3.067685,,2.68,,,,,5.19396215,0.997032689,,,7.412,2430.0,2437.5,2498.6,70.9,65.9,23.0,1.9,0.5,0.0,17.505,1.78,1.17,2529.2,,0.000,0.0,7.796,833.3,837.0,2523.1,58.5,53.8,24.8,0.3,0.5,0.0,20.470,1.43,0.89,842.0
Bali,NP_TR_2_20,12/8/18,6:25,-8.676382,115.514758,20,31.4,28,7.61,35.7,2509.655815,2501.573157,2.209,0.49585,2724.3,0.96,17.216,6.554571769,-118.2678678,2165.4,10.7,336.150550,62.243144,,,0.061,2.147685,,2.77,,,,,5.19396215,0.997032689,,,7.339,2715.9,2724.3,2370.1,58.5,73.0,20.5,1.6,0.5,0.0,17.216,1.46,0.96,2827.9,,0.000,0.0,7.714,951.4,955.6,2393.5,46.9,61.1,21.6,0.2,0.5,0.0,20.228,1.14,0.71,961.3
Heron Island,BT1- 1,10/10/11,13:50,,38.3,-0.5,33.3,25.3,7.824,92.8,2280.768812,1986.2766,8.560,0.46049621,294.0,3.76,10.028,6.784355879,27.98887877,1992.0,11.3,-5.720348,-2.560286,,,0.65450106,7.905573761,41.775,7.68,,,,,,,,,8.194,293.0,294.0,1752.4,225.1,8.8,69.9,7.7,0.5,0.0,10.028,5.94,3.76,303.5,,0.000,0.0,8.607,94.6,95.0,1763.6,216.3,6.4,82.4,1.7,0.5,0.0,10.330,5.45,3.29,95.6
Heron Island,BT1- 2,10/10/11,13:55,,38.4,0.5,33.4,25,7.857,99.2,2254.120672,1955.0685,5.260,0.356479139,320.0,3.60,9.705,6.817228722,43.21160244,1972.4,11.4,-17.342999,-2.043882,,,0.348119114,4.91235623,128.3333333,8.2,,,,,,,,,8.132,318.9,320.0,1726.3,219.4,9.4,81.2,7.3,0.4,0.0,9.705,5.56,3.60,330.1,,0.000,0.0,8.536,105.7,106.1,1738.9,209.3,6.9,94.7,1.6,0.4,0.0,9.980,5.17,3.19,106.8
Heron Island,BT1- 3,10/10/11,13:58,,38.3,1,33.3,25.7,8.001,123.9,2303.732882,1931.083,6.355,0.342241282,243.2,4.48,8.758,6.739288696,109.0847283,2007.7,11.2,-76.646858,-4.218979,,,0.758130038,5.597271306,45.35833333,10.23,,,,,,,,,8.234,242.5,243.2,1652.2,271.9,7.0,97.5,9.8,0.4,0.0,8.758,6.91,4.48,251.3,,0.000,0.0,8.653,77.3,77.7,1664.4,261.6,5.1,113.6,2.0,0.4,0.0,8.992,6.46,3.99,78.1
Heron Island,BT1- 4,10/10/11,14:00,,38.2,2,33.2,25.8,8.057,139.4,2317.549142,1910.2468,5.710,0.330528142,211.3,4.90,8.413,6.732913716,141.7839464,2018.9,11.2,-108.659328,-5.128558,,,0.750369466,4.959226656,113.75,11.27,,,,,,,,,8.284,210.7,211.3,1607.5,296.7,6.1,105.2,11.1,0.4,0.0,8.413,7.55,4.90,218.4,,0.000,0.0,8.706,66.6,66.9,1619.2,286.7,4.4,122.3,2.3,0.4,0.0,8.639,7.09,4.37,67.3
Heron Island,BT1- 5,10/10/11,14:10,,38.0,4,33.0,26.3,8.148,155.9,2360.010497,1866.0334,3.122,0.265421423,155.0,5.95,7.794,6.682483113,184.2974027,2050.2,11.1,-184.198534,-6.669937,,,0.610593502,2.511341001,121.3333333,12.58,,,,,,,,,8.391,154.5,155.0,1502.2,359.5,4.4,123.8,14.8,0.3,0.0,7.794,9.17,5.95,160.3,,0.000,0.0,8.825,47.4,47.6,1512.4,350.5,3.1,143.2,3.0,0.3,0.0,8.024,8.67,5.35,47.8
Heron Island,BT1- 6,10/10/11,13:28,,36.5,8.5,31.5,26.8,8.285,197.5,2392.99188,1824.7075,1.855,0.165556254,115.2,6.98,7.494,6.684385852,281.1129421,2081.7,11.0,-256.946064,-7.767255,,,1.038995624,0.815938087,,15.68,,,,,,,,,8.496,114.8,115.2,1403.4,418.0,3.3,134.3,19.0,0.2,0.0,7.494,10.82,6.98,119.3,,0.000,0.0,8.944,34.0,34.1,1410.7,411.7,2.2,154.7,3.9,0.2,0.0,7.758,10.25,6.28,34.3
Heron Island,BT1 (TS- 027),10/10/11,14:16,,39.3,15,34.3,25.7,8.216,163.6,2252.73,1880.415,1.575,0.367995337,238.1,4.39,8.615,6.701394579,214.6439194,1960.7,11.2,-80.298623,-4.343362,,,0.8481798,0.726495177,86.58333333,13.57,,,,,,,,,8.228,237.4,238.1,1605.9,267.7,6.8,101.1,9.9,0.4,0.0,8.615,6.75,4.39,246.0,,0.000,0.0,8.646,75.9,76.2,1618.3,257.2,4.9,117.6,2.0,0.4,0.0,8.842,6.33,3.92,76.7
Heron Island,BT2- 1,10/11/11,1:40,,,-0.5,33.9,22.3,7.67,74,2384.133101,2167.4114,7.260,0.47494715,569.4,2.57,11.716,7.124146945,-22.31709203,2098.2,12.2,69.162621,5.170297,,,0.292231575,6.967822542,93,6.41,,,,,,,,,7.923,567.5,569.4,1987.1,162.9,17.4,66.7,4.0,0.5,0.0,11.716,3.94,2.57,584.6,,0.000,0.0,8.278,215.1,216.0,2000.9,152.9,13.6,76.0,0.9,0.5,0.0,12.143,3.68,2.31,217.3
Heron Island,BT2- 2,10/11/11,1:42,,,0.5,33.9,22.3,7.66,74,2336.027769,2118.27,6.918,0.494618639,545.4,2.56,11.549,7.124146945,-22.31709203,2058.5,12.2,59.754619,4.436152,,,0.61878244,6.29957092,61.50833333,6.41,,,,,,,,,7.931,543.6,545.4,1939.5,162.1,16.6,67.7,4.0,0.5,0.0,11.549,3.92,2.56,559.9,,0.000,0.0,8.286,206.0,206.9,1953.1,152.2,13.0,77.2,1.0,0.5,0.0,11.957,3.67,2.30,208.1
Heron Island,BT2- 3,10/11/11,1:48,,,1,34.8,22.3,7.7144,80.5,2302.616741,2040.5693,5.262,0.36407912,429.4,2.96,10.369,7.088733401,-3.085418782,2026.5,12.2,14.085657,0.892375,,,0.422112275,4.839969443,23.1,6.99,,,,,,,,,8.011,428.0,429.4,1839.2,188.3,13.0,81.4,4.9,0.4,0.0,10.369,4.52,2.96,440.9,,0,0,8.368,161.3,162.0,1852.5,178.0,10.2,92.7,1.2,0.4,0.0,10.655,4.27,2.68,163.0
Heron Island,BT2- 4,10/11/11,1:52,,,2,34.7,22.3,7.746,77.8,2322.414177,2077.4831,5.311,0.367020319,475.8,2.80,10.803,7.091951252,-10.99847663,2043.2,12.2,34.249579,2.303287,,,0.756609337,4.554020576,67.65,6.74,,,,,,,,,7.977,474.2,475.8,1884.8,178.2,14.5,76.2,4.5,0.4,0.0,10.803,4.28,2.80,488.5,,0,0,8.333,179.1,179.9,1898.2,168.0,11.3,86.8,1.1,0.4,0.0,11.130,4.03,2.53,181.0
Heron Island,BT2- 5,10/11/11,1:55,,,4,34.7,22.3,7.81,80.9,2415.196327,2138.2515,3.195,0.313765567,437.2,3.17,10.377,7.091951252,-2.248476626,2119.7,12.2,18.561559,1.131002,,,0.67734013,2.518130609,99.33333333,7.02,,,,,,,,,8.022,435.8,437.2,1923.1,201.9,13.3,82.9,5.0,0.4,0.0,10.377,4.85,3.17,448.9,,0,0,8.381,163.8,164.5,1936.7,191.2,10.3,94.5,1.2,0.3,0.0,10.658,4.59,2.88,165.5
Heron Island,BT2- 6,10/11/11,1:40,,,8.5,34.0,22.3,7.877,74.5,2483.435675,2177.1211,1.357,0.204505349,395.1,3.54,10.030,7.120925985,-20.65393704,2179.8,12.2,-2.689447,-0.150585,,,0.653294495,0.703206323,134,6.46,,,,,,,,,8.071,393.8,395.1,1940.7,224.4,12.1,88.2,5.6,0.2,0.0,10.030,5.42,3.54,405.6,,0,0,8.432,147.2,147.9,1954.4,213.5,9.3,100.6,1.3,0.2,0.0,10.279,5.14,3.23,148.8
Heron Island,BT2 (LT4-2),10/11/11,1:45,,,15,34.7,22.3,7.916,85.5,2468.435675,2155.5534,1.609,0.407377057,386.0,3.57,9.860,7.091951252,10.56402337,2163.3,12.2,-7.769598,-0.426710,,,0.72837285,0.880614277,100.6666667,7.43,,,,,,,,,8.075,384.7,386.0,1916.6,227.2,11.7,91.3,5.7,0.5,0.0,9.860,5.46,3.57,396.3,,0,0,8.436,144.0,144.6,1930.3,216.2,9.1,104.0,1.4,0.4,0.0,10.098,5.19,3.26,145.5
Cook Islands,T1,2/19/11,16:15,,,5,33.31953923,27.1,8.162,136,2546.021156,2283.000611,92.670,1.129988702,607.9,3.23,10.978,6.581931549,113.0646391,2190.5,10.8,92.502564,5.634309,,,80.38986945,12.27980244,92.00,10.2,,,,,,,,,7.925,606.0,607.9,2066.9,199.6,16.5,72.6,6.0,1.3,0.0,10.978,4.89,3.23,629.8,,0,0,8.355,188.1,188.9,2083.8,187.3,11.9,85.4,1.1,1.2,0.0,11.420,4.53,2.84,190.0
Cook Islands,T2,2/19/11,16:30,,,20,34.90470781,26.3,8.31,150.7,2356.941649,2030.047217,155.639,1.033132528,388.8,3.72,9.304,6.611176851,177.7757234,2036.2,11.0,-6.155664,-0.306224,,,143.0739772,12.56537924,58.71,12.3,,,,,,,,,8.051,387.6,388.8,1786.6,232.8,10.7,95.8,7.8,1.2,0.0,9.304,5.62,3.72,402.1,,0,0,8.472,123.4,124.0,1801.7,220.5,7.8,111.5,1.5,1.1,0.0,9.566,5.29,3.32,124.7
Cook Islands,T3,2/19/11,16:10,,,50,36.15383564,25.9,8.462,178,2515.052486,2060.875142,149.357,0.742564004,266.5,5.09,8.165,6.608892936,224.0970957,2159.8,11.0,-98.923442,-3.672408,,,137.5766238,11.78004304,55.26,13.78,,,,,,,,,8.199,265.7,266.5,1731.7,321.8,7.3,128.0,10.8,0.9,0.0,8.165,7.68,5.09,275.4,,0,0,8.620,85.0,85.4,1746.7,308.9,5.3,147.6,2.1,0.8,0.0,8.356,7.36,4.63,85.9
Cook Islands,T4,2/19/11,16:35,,,100,37.13057705,25.7,8.544,187,2076.718383,1648.050235,54.117,0.677993221,191.0,4.40,7.454,6.594577621,250.1694493,1802.2,11.0,-154.160946,-5.747428,,,45.40671134,8.710092427,,14.6,,,,,,,,,8.238,190.4,191.0,1362.0,280.8,5.3,140.5,11.8,0.8,0.0,7.454,6.65,4.40,197.3,,0,0,8.653,61.8,62.1,1375.4,268.8,3.8,160.6,2.3,0.8,0.0,7.633,6.37,4.01,62.5
Cook Islands,T5,2/19/11,16:50,,,200,37.20051839,23.8,8.447,170,2174.604171,1782.732369,46.620,0.774849396,233.4,4.08,8.021,6.809085888,199.091066,1896.3,11.5,-113.577568,-4.806518,,,41.12305933,5.497353417,,13.18,,,,,,,,,8.192,232.6,233.4,1513.5,262.5,6.7,126.2,8.9,0.9,0.0,8.021,6.19,4.08,240.2,,0,0,8.577,81.8,82.2,1527.0,250.7,5.1,143.5,1.9,0.9,0.0,8.188,5.94,3.74,82.7
Cook Islands,T6,2/19/11,17:15,,,530,37.34047072,26.2,8.501,156,2279.286909,1834.229109,44.693,0.710278613,228.6,4.74,7.739,6.531831357,173.3802701,1961.0,10.9,-126.740374,-4.651286,,,43.97882734,0.713942002,,12.08,,,,,,,,,8.210,227.9,228.6,1526.0,302.1,6.2,136.8,11.6,0.9,0.0,7.739,7.14,4.74,236.4,,0,0,8.634,72.4,72.7,1540.4,289.3,4.5,157.2,2.2,0.8,0.0,7.924,6.85,4.32,73.1
Cook Islands,T7,2/19/11,18:00,,,580,37.62065405,26.5,8.434,119,2276.904628,1871.169513,16.064,0.903990962,275.3,4.33,8.074,6.489050756,91.59216387,1954.8,10.8,-83.594159,-3.354411,,,14.20744584,1.856249206,,9.42,,,,,,,,,8.147,274.4,275.3,1587.4,276.4,7.4,125.4,10.3,1.1,0.0,8.074,6.52,4.33,284.8,,0,0,8.574,86.5,86.9,1602.4,263.4,5.4,144.7,1.9,1.0,0.0,8.270,6.22,3.92,87.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,